Text,Language
"когда он чихнул, о, о, и последняя остановка, нет, я не хочу больше слышать, все, что я мог видеть, это то, что эти люди были действительно хорошими, моя дорогая, ты должна знать эту красоту.",Russian
"Не все, мама, ты должна понять, что я заслуживаю кого-то вроде принца или рыцаря.",Russian
"о, дорогая, однажды ночью, когда она спала, ее мать сидела рядом с ней и смотрела на нее.",Russian
"мое дорогое дитя, ты такая красивая и милая, но тебя не волнует ничего, кроме своей красоты.",Russian
"в этот момент Нарцисс начал смеяться во сне, ее мать была чрезвычайно удивлена, как хорошо ей, должно быть, снится действительно забавный сон на следующее утро, когда Нарцисс.",Russian
"Я проснулся, она вся улыбалась и хихикала, дорогая, расскажи мне, что тебе снилось.",Russian
"прошлой ночью, мама, это был такой потрясающий сон, ты знаешь, что ко мне подошел принц.",Russian
"и сказал, что хочет жениться на мне, он приехал в золотой карете, и он был одет сверху донизу и тоже золотом, что за глупый сон.",Russian
"и ты знаешь, лучшая часть этого была, когда я была в моем свадебном платье, которое тоже было золотым, конечно, все смотрели только на меня, Нарцисса, нет ничего удивительного в этом сне.",Russian
"Это был очень эгоистичный сон, мама, ты не понимаешь, о чем говоришь, этот сон заставил меня осознать, что мне нужна еда гораздо более грандиозная, чем та, которую я ем здесь, дома, хлеб из золота.",Russian
"только подумайте о той бедной матери-нарциссе, которая так волновалась за свою дочь и как.",Russian
"она проживет свою жизнь в тот день, когда двое друзей пришли навестить мать Нарцисса, они были Мелли и Терри, они трое были друзьями много лет, но у Терри и Элли был секрет их обоих.",Russian
"были волшебными существами, о которых мать Нарцисса ничего не знала о Терри Мелли, о, как приятно тебя видеть, это было очень давно как дела?",Russian
"я был очень хорош, я был бы лучше, если бы только что, если бы моя дочь Нарциса была немного более понимающей Мариан рассказала Мелли и Терри все о Нарцисе и о том, как она переживает за нее, она хочет есть хлеб из золота что мне с ней делать ну может, если ее мечта сбудется.",Russian
"это было бы замечательно, не так ли?",Russian
"Неважно, я думаю, со временем она вырастет, чтобы научиться, давай поговорим о другом.",Russian
"теперь, позже Мелли и Терри помахали на прощание своему старому другу и ушли, тайно улыбаясь друг другу в ту ночь, мать и дочь.",Russian
"приготовилась ко сну, мама, я действительно надеюсь, что моя мечта сбудется, ты знаешь, о Нарцисса, на следующий день, когда Нарциса и ее мать были в саду в красивом месте.",Russian
"К ним подъехала золотая карета, она была усыпана драгоценными камнями и бриллиантами и выглядела чрезвычайно потрясающе.",Russian
"когда она остановилась, красивый мужчина вышел из нее и посмотрел на Нарцису, она была полностью поражена тем, насколько он красив, моя мечта на самом деле сбывается ммм.",Russian
"Привет, я пришел попросить нарцисса руки и сердца, но откуда ты знаешь ее имя и кто ты?",Russian
"Я Терренс, ангел удачи.",Russian
Имя твоей дочери и красота известны во всем мире.,Russian
Я принес тебе подарок.,Russian
"Но ты почти не знаешь его, ты не можешь пойти с ним.",Russian
"о, глупый, он богат и красив, чего еще мне еще нужно, Терренс, я принимаю ваше предложение.",Russian
"И с этими словами она села в его карету, и, даже не попрощавшись с матерью, уехала с ангелом, пока они ехали, карета внезапно вошла в волшебный портал, где она путешествовала по бурной местности, карета сильно ударилась и нарцисса.",Russian
"был очень напуган, не волнуйся, моя дорогая, все это скоро закончится, как только он сказал это, карета прошла через другой портал и достигла подъездной дорожки.",Russian
"огромного и великолепного золотого замка Нарциса была поражена всей красотой, которую она увидела, я знал, что заслуживаю столько богатств, я знал, что вам это понравится, все, что вы хотите, вы найдете здесь, от самых красивых платьев до самых вкусных блюд все это в моем дворце, хорошо говоря о еде, я действительно голоден после этой поездки.",Russian
"я голодаю, могу ли я съесть что-нибудь из этой вкусной еды, конечно, здесь мясо вонючая мелисса, она принесет тебе все, что ты хочешь, я так много слышал о тебе ты, бедный, дорогой, ты голоден Я принесу тебе немного еды, о, спасибо, они пошли в столовую, и там на столе была самая поразительная еда, которую Нарциса когда-либо видела удивительной, потому что это варенье.",Russian
"из рубинов салаты из изумрудов и хлеб там сделан из золотого золотого хлеба, как прекрасно это варенье будет выглядеть и вкусно с хлебом, который она взяла с собой.",Russian
"рубиновое варенье на нем и откусил огромный кусок, это так жарко, я не могу так хорошо есть, это хлеб из золота, и он тоже самый лучший, но если ты не можешь его съесть, должен я тебе достать серебряный хлеб ты ешь.",Russian
"что-то еще, но я хочу нормальный хлеб, который я могу съесть, разве ты не выглядишь так будущая жена моего отца, ракушка, холодно, ты должен есть только лучший нарцис.",Russian
Я смотрел на всю еду.,Russian
"но была убита горем из-за всего, что было несъедобным, она вскоре начала плакать, я не хочу этого, но еда действительно хорошая.",Russian
"вот попробуйте золотого картофеля, он действительно хорош, и после того, как вы выйдете за меня замуж.",Russian
"тебе придется все это съесть, я думал, тебе нравятся модные вещи, нет, я не хочу жениться на тебе, я хочу домой.",Russian
чтобы моя мать отпустила меня домой Мелисса и Терренс посмотрели друг на друга и хорошо подмигнули.,Russian
"Если это действительно то, чего ты хочешь, я отведу тебя домой, Терренс принял плачущий и несчастный.",Russian
"Нарцис дома в карете она начала глубоко думать о выборе, который она сделала, когда вернулась домой.",Russian
"она побежала обнять свою мать, которая сидела в доме грустная, ни сестра, о моя милая дочь, я думал, что никогда больше тебя не увижу.",Russian
"о, мама, я так тебя люблю, и ты была правильной внешностью, и богатство - это еще не все, золотой хлеб был бесполезен, потому что я не мог есть его и этого человека, хотя.",Russian
"он был красив, он вообще не заботился обо мне, но моя дорогая, ты понимаешь, что именно так ты относился к другим, я знаю, мне очень жаль, как я вела себя, мама, о нет, все в порядке, раз ты видела.",Russian
"в чем была твоя ошибка, давай с того дня накормим тебя чем-нибудь приятным.",Russian
"Нарциса изменила свой образ жизни, сначала она боролась, но постепенно и терпеливо она начала становиться намного лучше.",Russian
Однажды Мелли и Терри снова пришли встретиться с Мариан.,Russian
"О, привет, вы двое, так скажите нам Мэриан.",Russian
"Как' теперь нарциссизм Мэриан рассказал им обоим все, что произошло, и она так сильно изменилась с того времени.",Russian
"Думаю, она не хотела бы больше золотого хлеба, а ты знаешь.",Russian
"Терри вы на самом деле немного похожи на этого ангела, хотя что я вижу, как вы могли быть им, вы двое такие милые",Russian
"Nature è una delle più antiche ed importanti riviste scientifiche esistenti, forse in assoluto quella considerata di maggior prestigio nell'ambito della comunità scientifica internazionale (insieme a Science).",Italian
[1] Viene pubblicata fin dal 4 novembre 1869.,Italian
"[2] Nonostante la maggior parte delle riviste del campo siano oggi altamente specializzate, Nature è uno dei pochi giornali, insieme ad altri mensili quali Science e Proceedings of the National Academy of Sciences, che pubblica ancora articoli originali su svariati campi scientifici.",Italian
"Molti sono gli avanzamenti e le scoperte, provenienti da molti campi della ricerca scientifica, che sono stati pubblicati su Nature, come articoli o lettere: ad esempio, la scoperta dei raggi X, la natura ondulatoria delle particelle, la scoperta dei neutroni, le scoperte sulla fissione nucleare, la struttura a doppia elica del DNA, la prima struttura molecolare di una proteina (la mioglobina), la tettonica a zolle, il buco dell'ozono, la prima clonazione di un mammifero (la pecora Dolly), il sequenziamento del genoma umano.",Italian
"Il fattore di impatto (impact factor) di questa rivista supera nel 2014 l'enorme valore di 42,352.",Italian
"[3] Oltre a Nature stesso, ci sono tre famiglie di riviste scientifiche legate a Nature, edite dal Nature Publishing Group: In un'intervista pubblicata nel 2013 su The Guardian, Randy Schekman rilascia delle dichiarazioni riguardanti le grandi riviste scientifiche (facendo il nome di Nature, Science o Cell), additandole come colpevoli di danneggiare l'attività di ricerca scientifica.",Italian
"Secondo Randy Schekman l'incentivo più forte nella ricerca scientifica è quello di vedere pubblicate le proprie ricerche nelle prestigiose riviste scientifiche, poiché a questo viene fatto coincidere il più alto riconoscimento del proprio lavoro; tale ragionamento è razionale, ma non porta sempre a servire gli interessi della propria professione, né quelli dell'umanità o della società.",Italian
"Questo perché le grandi riviste scientifiche tendono a «curare in modo aggressivo i loro brand mettendo al primo posto la vendita di abbonamenti, più che la pubblicazione di tutte le ricerche più significative [...] mentre pubblicano molte ricerche rilevanti, tendono tuttavia a non pubblicare tutte le ricerche rilevanti, né sono gli unici a pubblicarle».",Italian
"Nell'articolo Randy Schekman critica sia la selezione assai restrittiva delle ricerche pubblicate da parte delle riviste scientifiche famose, sia l'impact factor, considerandolo come un trucco di marketing dietro il quale le grandi riviste acquistano notorietà; infatti l'impact factor misura solamente il numero delle volte che una determinata rivista scientifica risulta citata nelle ricerche scientifiche successive, senza considerare la qualità o l'importanza della ricerca stessa «una rivista scientifica può venire citata perché pubblica ricerche significative, o anche perché pubblica qualcosa di accattivante, provocativo o addirittura sbagliato».",Italian
"Questo influenza l'attività di ricerca, in quanto la indirizza in quella direzione dove è possibile tirare fuori le conclusioni che vogliono queste riviste, scoraggiando invece una direzione che potrebbe essere più importante, ma magari meno accattivante ai lettori.",Italian
"[4] Altri progetti Wikipedia (pronuncia: vedi sotto) è un'enciclopedia online a contenuto libero, collaborativa, multilingue e gratuita, nata nel 2001, sostenuta e ospitata dalla Wikimedia Foundation, un'organizzazione non a scopo di lucro statunitense.",Italian
"Lanciata da Jimmy Wales e Larry Sanger il 15 gennaio 2001, inizialmente nell'edizione in lingua inglese, nei mesi successivi ha aggiunto edizioni in numerose altre lingue.",Italian
"Sanger ne suggerì il nome,[1] una parola macedonia nata dall'unione della radice wiki al suffisso pedia (da enciclopedia).",Italian
"Etimologicamente, Wikipedia significa ""cultura veloce"", dal termine hawaiano wiki (veloce), con l'aggiunta del suffisso -pedia (dal greco antico παιδεία, paideia, formazione).",Italian
"Con più di 55 milioni di voci in oltre 300 lingue,[2] è l'enciclopedia più grande mai scritta,[3][4] è tra i dieci siti web più visitati al mondo[5] e costituisce la maggiore e più consultata opera di riferimento generalista su Internet.",Italian
"[6][7][8] Wikipedia prese il via come progetto complementare di Nupedia, un progetto per la creazione di un'enciclopedia libera online le cui voci erano scritte da esperti volontari attraverso un processo formale di revisione.",Italian
"Nupedia venne fondata il 9 marzo 2000 dalla società Bomis, proprietaria dell'omonimo portale di ricerca.",Italian
"Le figure principali erano Jimmy Wales, allora CEO della Bomis, e Larry Sanger, redattore capo di Nupedia e successivamente di Wikipedia.",Italian
"[9] Per il concetto di wiki, Wales e Sanger dichiararono di essersi ispirati ai siti WikiWikiWeb o Portland Pattern Repository di Ward Cunningham.",Italian
"Wikipedia, che esisteva già come servizio di Nupedia.com dal 10 gennaio 2001, fu formalmente lanciata il 15 gennaio successivo sul sito Wikipedia.com, in lingua inglese.",Italian
"Verso maggio giunsero i primi utenti registrati e, nel corso dell'anno, si svilupparono le edizioni in francese, tedesco, inglese, catalano, spagnolo, svedese, portoghese e, a fine anno, italiano.",Italian
"Alla fine del suo primo anno di esistenza, l'enciclopedia arrivò a contare quasi 20 000 voci, su 18 edizioni in lingue differenti.",Italian
"Raggiunse 26 edizioni in lingua alla fine del 2002, 46 alla fine del 2003 e 161 alla fine del 2004.",Italian
"Nupedia e Wikipedia coesistettero finché i server della prima furono chiusi definitivamente nel 2003 e i suoi testi incorporati in Wikipedia (Nupedia aveva sofferto un tasso di crescita estremamente lento, a causa dei complicati processi di revisione, riuscendo a pubblicare solo 24 voci); Sanger uscì di scena e un gruppo di utenti attuò una biforcazione della Wikipedia in spagnolo per costituire l'Enciclopedia Libre.",Italian
"Da Wikipedia e Nupedia, nacque nel 2003 la Wikimedia Foundation, l'organizzazione non profit che sostiene Wikipedia e i progetti fratelli (il primo dei quali fu In Memoriam: September 11 Wiki) che nel tempo si sono aggiunti, ognuno dei quali è specializzato in un determinato ambito del sapere.",Italian
"La Wikimedia Foundation ha infatti successivamente dato vita a progetti complementari tra i quali: Wiktionary, Wikibooks, Wikisource, Wikispecies, Wikiquote, Wikinotizie, Wikiversità e Wikivoyage.",Italian
"Wales cedette tutti i diritti alla fondazione da lui promossa, che tuttora gestisce i marchi e l'infrastruttura informatica, garantendo che la gestione dei contenuti rimanesse affidata alla comunità degli utenti.",Italian
"Se nei primi due anni cresceva alla velocità di poche centinaia o meno di nuove voci al giorno, l'edizione in inglese di Wikipedia raggiunse il traguardo delle 100 000 voci nel gennaio 2003, mentre nel 2004 subì un'esplosione, raddoppiando le dimensioni in un anno (con un aumento da 1 000 a 3 000 voci al giorno).",Italian
"Wikipedia ha raggiunto la sua milionesima voce, tra le 105 edizioni in lingua all'epoca presenti, il 20 settembre 2004.",Italian
"A partire dal 2004 è iniziata a costituirsi una rete di associazioni nazionali collegate alla Wikimedia Foundation (chiamati ""capitoli ufficiali""), tra le quali Wikimedia Italia, fondata nel 2005.",Italian
Nel settembre dello stesso anno l'edizione in italiano ha superato le 100 000 voci.,Italian
"Da quando Wikipedia ha raggiunto un considerevole numero di voci e di utilizzatori, è diventata un tipico fenomeno del Web 2.0, grazie anche alla sua particolarità di essere rapidamente modificabile e aggiornabile da chiunque.",Italian
"Nel settembre 2007, l'edizione in inglese ha tagliato lo storico traguardo di 2 milioni di voci, divenendo la più vasta enciclopedia mai scritta, superando l'enciclopedia Yongle (1407), che ha detenuto tale primato per 600 anni esatti;[3] nel Guinness dei primati del 2008 Wikipedia è riportata come la più grande enciclopedia al mondo.",Italian
"[4] Il 27 marzo 2008, con oltre 250 edizioni locali, ha raggiunto i 10 milioni di voci,[10] che erano raddoppiate il 18 novembre 2011[11] e triplicate nel giro dei tre anni successivi, superando nel 2015 i 35 milioni di voci.",Italian
"A settembre 2015 le edizioni di Wikipedia con più di 100 000 voci erano divenute 53, scritte in altrettante lingue, di cui 12 superavano il milione.",Italian
"[2] L'obiettivo di Wikipedia è creare un'enciclopedia libera, ovvero liberamente accessibile, a contenuto libero, aperto, e ""universale"" in termini di ampiezza di argomenti trattati.",Italian
"Wikipedia è stata descritta da Jimmy Wales, uno dei suoi fondatori, come «uno sforzo per creare e distribuire un'enciclopedia libera della più alta qualità possibile a ogni singola persona sul pianeta nella sua propria lingua.» Wikipedia, nelle intenzioni di Wales, doveva raggiungere nel lungo termine una qualità pari o migliore dell'Enciclopedia Britannica ed essere pubblicata anche su carta.",Italian
"Il progetto, ambizioso, ma realistico, si colloca dunque nell'ambito della condivisione della conoscenza e della cultura partecipativa sfruttando la cosiddetta intelligenza collettiva sulla base delle regole d'uso e di contribuzione espresse dall'enciclopedia stessa.",Italian
"In quanto enciclopedia a carattere universale (o ""generalista""), Wikipedia tratta voci di molti argomenti diversi.",Italian
Le voci sono organizzate in categorie tematiche; i temi generali sono generalmente illustrati da portali e coordinati tramite progetti.,Italian
"L'enciclopedia è completamente gratuita e priva di pubblicità, in linea con i suoi principi base: il suo sostentamento è dovuto unicamente alle libere donazioni degli utenti, grazie a una raccolta fondi[12] avviata ogni anno dalla Wikimedia Foundation.",Italian
"Il logo ufficiale di Wikipedia è una sfera quasi completa costruita con pezzi di puzzle che riportano caratteri di vari alfabeti, a simboleggiare il mondo e una conoscenza globale in costruzione, a disposizione di tutti.",Italian
Su Internet esistono o sono esistiti molti altri progetti enciclopedici.,Italian
"In generale dispongono di una linea editoriale stabilita e fanno uso delle tradizionali politiche sulla proprietà intellettuale dei contenuti, come per esempio l'Enciclopedia Stanford di Filosofia, compilata da esperti.",Italian
"Siti web più informali, come H2g2 o Everything2, servono come guide generali le cui voci sono scritte e controllate da persone comuni.",Italian
"Progetti come Wikipedia, Susning.nu e la Enciclopedia Libre sono invece wiki le cui voci sono sviluppate da numerosi autori e in cui non esiste alcun processo formale di revisione.",Italian
Wikipedia è il primo e più grande di questi wiki enciclopedici per numero di voci.,Italian
"A differenza delle enciclopedie che l'hanno preceduta, il contenuto di Wikipedia è distribuito con una licenza libera.",Italian
"Wikipedia è pubblicata in 309 lingue differenti (di cui circa 299 attive[2]) e contiene voci sia sugli argomenti propri di una tradizionale enciclopedia sia su quelli di almanacchi, dizionari geografici e specialistici.",Italian
"Il suo scopo è quello di raccogliere dati, informazioni e descrizioni, creando e distribuendo al pubblico un'enciclopedia libera, gratuita e sempre più ricca di contenuti.",Italian
"Le varie edizioni in lingua sono sviluppate indipendentemente l'una dall'altra, ovvero non sono vincolate ai contenuti presenti nelle altre, ma sono tenute unicamente al rispetto delle linee guida generali del progetto come il punto di vista neutrale.",Italian
"I testi delle voci e i contenuti multimediali tuttavia sono spesso condivisi tra le varie edizioni: i primi grazie alle traduzioni, i secondi attraverso il progetto condiviso chiamato Wikimedia Commons.",Italian
Le voci tradotte rappresentano una percentuale relativamente piccola di quelle presenti in ciascuna edizione.,Italian
"Le edizioni in lingua tedesca, quella in lingua italiana e una selezione di voci tratte dalla versione in lingua inglese sono state distribuite anche su compact disc e DVD, mentre di molte edizioni sono stati creati dei mirror online o dei progetti derivati.",Italian
"Ad agosto 2015 Wikipedia conteneva in totale più di 35 milioni di voci - in totale oltre 135 milioni di pagine, modificate oltre 2 miliardi di volte - e contava oltre 55 milioni di utenti registrati.",Italian
"[2] Wikipedia è uno dei dieci siti più visitati al mondo, oscillando nel 2015 tra il sesto e il settimo posto nella classifica mondiale:[13] riceve infatti oltre 374 milioni di visitatori unici al mese (a settembre 2015).",Italian
[che sito si intende?,Italian
"wikipedia.org, en.wikipedia.org o tutte le edizioni linguistiche assieme?",Italian
][14] Le voci di Wikipedia sono spesso citate dai mass media tradizionali e da istituti accademici.,Italian
"«""L'enciclopedia partecipata"" mi preoccupa meno: la uso regolarmente, e trovo che la qualità e l'affidabilità delle informazioni sia notevole.",Italian
Qualche problema c'è solo quando il soggetto è estremamente controverso.,Italian
"In questo caso la neutralità e le reciproche obiezioni spingono verso il minimo comun denominatore, e bisogna accontentarsi.",Italian
"Ma questo è inevitabile, e in fondo accadeva già con le enciclopedie tradizionali.» La caratteristica primaria di Wikipedia è il fatto che dà la possibilità a chiunque di collaborare, utilizzando un sistema di modifica e pubblicazione aperto che si appoggia su una piattaforma Wiki (MediaWiki).",Italian
In altri termini essa è curata da volontari ovvero le pagine possono essere modificate da chiunque e non c'è un comitato di redazione né alcun controllo preventivo sul contenuto inviato.,Italian
"In particolare essa si basa sul diritto di citazione come testimonianza di attendibilità dei contenuti presenti che citino dunque la fonte di origine, classificandosi dunque come fonte terziaria.",Italian
"La registrazione non è obbligatoria, ma consigliata.",Italian
"A causa della sua natura aperta, vandalismi e imprecisioni sono problemi riscontrabili in Wikipedia.",Italian
"Il miglioramento dell'enciclopedia è dovuto unicamente al continuo apporto di contributi sia in termini di nuovi contenuti che di revisioni degli stessi, della forma e della formattazione secondo le linee guida da parte di tutti gli utenti volontari[16].",Italian
Caratteristica delle voci di Wikipedia è inoltre l'avere frequenti collegamenti ipertestuali ad altre voci dell'enciclopedia che permettono una facile navigazione nel Portale e un più facile approfondimento di altre voci con uno stile dunque che ricorda il Web 1.0 o Web statico mentre di fatto la piattaforma Mediawiki appartiene al Web 2.0 o Web dinamico.,Italian
"Tutte le voci sono comunemente rintracciabili tramite ricerca web con Google, che solitamente indicizza tra le prime posizioni, ma l'enciclopedia può essere vista come un vero e proprio portale web il cui accesso è dalla Pagina Principale che fornisce in primo piano una voce del giorno, una voce di qualità, ricorrenze del giorno, un motore di ricerca interno ecc.",Italian
Le foto delle varie voci provengono dal progetto Wikimedia Commons sui cui vengono caricate e poi richiamate nelle voci di Wikipedia.,Italian
"Per garantire tale progresso, Wikipedia si fonda su cinque pilastri, sulle seguenti linee guida, volte ad identificare quali tipi di informazioni siano adatte a esservi inserite e su un codice di comportamento detto Wikiquette.",Italian
"Ad esse si fa spesso riferimento nelle dispute per decidere se un particolare contenuto debba essere aggiunto, rivisto, trasferito ad un progetto affine oppure rimosso.",Italian
"Uno dei principi alla base di Wikipedia è il ""punto di vista neutrale"",[17] secondo il quale ad esempio le opinioni presentate da personaggi importanti o da opere letterarie vengono riassunte senza tentare di determinarne una verità oggettiva.",Italian
Le edizioni di Wikipedia contengono spesso anche uno ''sportello informazioni'' in cui la comunità risponde alle domande tecniche degli utenti.,Italian
"Originariamente pubblicata sotto la licenza libera GFDL, dal 15 giugno 2009 è migrata alla licenza Creative Commons BY-SA 3.0, più compatibile con gli scopi e gli usi di Wikipedia e in generale dei progetti Wikimedia (le licenze Creative Commons non esistevano nel 2001 alla nascita del progetto).",Italian
Il cambiamento di licenza è stato sottoposto a votazione della comunità.,Italian
"[18][19] La licenza sotto la quale le voci di Wikipedia sono rese disponibili è una delle molte licenze di copyright di tipo permissivo (ma dal copyleft di tipo ""forte""), in quanto permette la redistribuzione, la creazione di opere derivate e l'uso commerciale del contenuto a condizione che si mantenga l'attribuzione agli autori e che il contenuto rimanga disponibile sotto la stessa licenza.",Italian
"Quando un utente contribuisce al progetto con materiale originale, i diritti d'autore rimangono in suo possesso ma egli acconsente a concedere la propria opera sotto la licenza libera.",Italian
"Il materiale di Wikipedia può quindi essere distribuito a, o incorporato da, fonti che a loro volta usino questa licenza.",Italian
Del contenuto di Wikipedia sono stati creati numerosi mirror o progetti derivati a partire da copie dei database.,Italian
"Sebbene tutti i testi siano disponibili sotto la stessa licenza, una percentuale significativa di immagini e suoni in Wikipedia non sono liberi: elementi come loghi aziendali, saggi, testi di canzoni o foto giornalistiche protette da copyright sono usate con una rivendicazione di fair use (tuttavia, in alcuni Paesi il concetto di fair use non è presente nel corpo legislativo, e quindi opere che contenessero questi elementi potrebbero essere inammissibili).",Italian
Wikipedia ha ricevuto anche del materiale a condizione che non si possano produrre lavori derivati o che possa essere usato solo all'interno di Wikipedia.,Italian
Alcune edizioni comunque accettano solo contenuti multimediali liberi da copyright.,Italian
"Wikipedia condivide le risorse software e hardware con gli altri progetti della Wikimedia Foundation, in particolare il motore che interpreta il markup delle pagine (MediaWiki) e i server su cui sono salvati i database che contengono le pagine dell'enciclopedia.",Italian
A maggio 2017 sono presenti 296 diverse edizioni linguistiche di Wikipedia (di cui 285 attive).,Italian
"La versione in lingua italiana di Wikipedia è soprannominata it.wiki ed è nata a maggio del 2001, sotto il nome a dominio di terzo livello it.wikipedia.org.",Italian
Nel 2003 nascono le Wikipedia in latino e in occitano.,Italian
"Ad aprile 2004 nasce la Wikipedia in sardo, poi a ottobre la Wikipedia in siciliano, a gennaio 2005 la Wikipedia in friulano e a seguire, nel corso del 2005, le versioni linguistiche in corso, napoletano, romancio, veneto e lombardo.",Italian
"Nel 2006 sono nate poi le edizioni in ligure, piemontese, francoprovenzale e tarantino.",Italian
Nel 2007 è nata quella in emiliano e romagnolo.,Italian
"La creazione della Wikipedia in lingua ladina è stata in fase di test fino al 2020, quando è stata resa operativa.",Italian
"[20] Il nome Wikipedia è composto dal prefisso wiki- (dall'hawaiano wiki, veloce), e dal suffisso -pedia (dal greco antico paideia, formazione).",Italian
"Il progetto non prevede una pronuncia ufficiale del suo nome proprio, ma lascia libertà di pronunciarlo secondo le proprie preferenze.",Italian
"La pronuncia vichipedìa sarebbe preferibile in quanto linguisticamente più integrata, considerando la pronuncia consolidata in lingua italiana del suffisso -pedìa (-pedìa /peˈdia/, come in enciclopedia)[21] e la pronuncia consolidata della lettera w di wiki (vìchi /ˈviki/, come in wafer o wc).",Italian
[21][22] Anche l'Accademia della Crusca si è espressa analogamente in più occasioni.,Italian
"[23] Le pronunce anglicizzanti (o inglesi italianizzate), meno integrate nel sistema linguistico dell'italiano, sono tuttavia diffuse.",Italian
"Il Dizionario di pronuncia italiana di Luciano Canepari, uniformandosi alla pronuncia inglese, riporta /wikiˈpɛdja/ (uichipèdia) come forma primaria, /wikiˈpidja/ (uichipìdia) come accettabile e /wikipeˈdia/ (uichipedìa) come pronuncia intenzionale «per fare sfoggio».",Italian
"[24] In inglese si dice comunemente [ˌwɪkiˈpiːdiə] o [ˌwiːkiˈpiːdiə], ma non esiste una pronuncia ufficiale.",Italian
"Wikipedia non è regolata da alcun comitato di redazione centrale: le sue voci sono scritte spontaneamente da centinaia di migliaia di volontari non remunerati né iscritti ad associazioni, che si organizzano autonomamente stabilendo da soli le regole interne e lo svolgimento degli argomenti nelle voci.",Italian
"Wikipedia, infatti, è costruita sulla convinzione che la collaborazione tra gli utenti possa nel tempo migliorare le voci, più o meno nello stesso spirito con cui viene sviluppato il software libero.",Italian
"Nel caso del software, se è libero, chiunque può prelevarne i sorgenti, modificarli e ridistribuirli, eppure solitamente i programmatori si limitano a proporre alcune modifiche agli autori, i quali le adottano oppure no a loro insindacabile giudizio.",Italian
Le voci sono sempre aperte alle modifiche (tranne quando vengono protette a tempo determinato a causa di vandalismi o edit war) e non si dichiara mai conclusa la stesura di una voce.,Italian
"Accade che alcuni utenti provino a inserire informazioni malevole o goliardiche, ma enciclopedicamente irrilevanti, che vengono generalmente rimosse prontamente da altri utenti.",Italian
Questo tipo di modifiche è in gergo chiamato vandalismo.,Italian
Wikipedia mantiene un approccio ottimistico sulla bontà delle modifiche proposte: tutti coloro che visitano il sito di Wikipedia hanno la possibilità di creare o modificare una voce e vedere pubblicate all'istante le loro modifiche.,Italian
"Gli autori delle voci, che non devono avere necessariamente alcuna competenza o qualifica formale sugli argomenti trattati ma devono basare le proprie pubblicazioni su fonti autorevoli, sono però avvertiti che i loro contributi possono essere cancellati, o a loro volta modificati e redistribuiti da chiunque, nei termini della licenza e delle linee guida interne a Wikipedia.",Italian
"Le voci sono controllate dalla comunità, con il supporto di un gruppo di amministratori che svolgono alcune azioni tecniche.",Italian
"Le decisioni da prendere sul contenuto e sulle politiche editoriali di Wikipedia sono ottenute di norma per consenso[25] e in alcuni casi per votazione, sebbene per alcuni anni Jimmy Wales si fosse riservato decisioni in alcuni casi nell'edizione in inglese.",Italian
"Grazie al software wiki, tutte le modifiche alle voci di Wikipedia sono archiviate in una cronologia delle versioni accessibile a chiunque.",Italian
"Wikipedia perciò è anche la prima tra le grandi enciclopedie che permette a tutti di osservare il processo di sviluppo nel tempo di una voce e di verificare se, come e dove il contenuto è stato oggetto di controversie.",Italian
Persino le cancellazioni e gli altri vandalismi che una pagina subisce sono di norma visibili a tutti.,Italian
"Tutti i punti di vista contestati, espressi in un dato momento e successivamente cancellati, rimangono consultabili e forniscono informazioni complementari sull'argomento di cui è oggetto la voce e sul suo grado di controversia, aggiungendovi inoltre la dimensione temporale.",Italian
Oltre all'editor classico che utilizza un linguaggio di markup estremamente semplificato (ad es.,Italian
"molto più semplice dell'HTML) il software MediaWiki mette a disposizione anche un editor visuale, chiamato VisualEditor.",Italian
"Nel gergo di Wikipedia gli autori - cioè quegli utenti che collaborano attivamente all'inserimento dei contenuti - sono chiamati ""wikipediani"" e formano un'ampia e variegata comunità di pratica.",Italian
"L'attività di wikipediano è riconosciuta come ""profilo professionale"" dall'IWA (International Webmasters Association).",Italian
[26] Su Wikipedia non vi sono distinzioni formali tra chi collabora al progetto: le decisioni sono idealmente prese raggiungendo il consenso tra coloro che sono coinvolti.,Italian
"Nel mese di giugno 2015, gli utenti attivi (cioè quelli che avevano contribuito a Wikipedia con almeno cinque interventi ciascuno) erano 71 000[27] (oltre 40 000 nell'ambito delle tre edizioni maggiori, ovvero quelle in lingua inglese, tedesca e giapponese).",Italian
"Il gruppo più attivo, composto da quasi 10 000 utenti (di cui circa il 50% lavorava nelle tre edizioni maggiori), ha fornito 100 contributi o più a testa nel corso del mese.",Italian
"[28] Secondo Wikimedia un quarto del traffico di Wikipedia proviene da utenti non registrati, che difficilmente diventeranno collaboratori stabili.",Italian
"I lavori di manutenzione sono svolti da un gruppo di volontari che sono chiamati, a seconda del ruolo, sviluppatori,[29] steward,[30] check user,[31] oversight,[32] burocrati[33] e amministratori;[34] nel complesso alcune migliaia di persone.",Italian
"Gli amministratori (sysop) sono i più numerosi (oltre quattromila al 2015) e sono loro attribuite alcune funzioni tecniche aggiuntive che servono ad impedire, in caso di necessità, la modifica di singole voci, di cancellare e ripristinare le voci o di togliere (in modo temporaneo o permanente) ad alcuni utenti la facoltà di modificare Wikipedia, seguendo quanto stabilito dalle linee guida della comunità.",Italian
